legacy_id,code,perusahaan,address,phone,email,handphone,fax,npwp,tempo_hutang,kontak_person,keterangan,cabang_id
44,C005,"COOL PART",-,-,,-,,,30,CATHY,,2
45,C006,"PT.Cipta Mitra Selaras","Jl.Perikanan No.18 B Jakarta Selatan 08128496766 yen yen Jakarta 12640",78891625,,-,7865384,,60,"Yen Yen","08176793404 p arion",2
46,C007,COUPLER,-,-,,-,,,60,,,2
47,C008,cash,-,-,,-,,,30,,,2
48,C009,Cendana,"jl psr kenari 2 no 17B",-,,-,,,60,,,2
49,C010,"Citra utama","jl.daan mogot 2 no 100-dd,jakbar 11470  jakarta 11470","5655842/3,56331",,-,5681446,,60,"TUTY LIBRA/YULIA",,2
50,C011,"CIPTA LESTARI","JL JEMBATAN TIGA RAYA NO 5 M",6616423,,-,,,60,DEWI,,2
51,C012,"CHANDRA freon",-,-,,-,,,60,,,2
52,C013,"CAHAYA MAKMUR SJHTRA",-,62305522,,-,62305523,,60,ANDRE,,2
53,C014,"ciptamulti proteksindo","plaza de lumina blok c no 19 duri kosambi ckrg",29030720/290307,,-,,,30,yuni,,2
54,C015,"CITRA MAKMUR BINA SAHABAT","jl pnjg ARTERI NO 63 //29408888 bca 7550334431 citra makmur bina sahabat",29408888,,-,29408777,"OSEKI BUILDING",30,MINI,088213439602,2
55,C016,"COOL TECHNIC",-,31937141,,-,3103810,,30,YANI,,2
56,D002,Darmawan,Jakarta,-,,-,,,60,"Sutikno,Fendy",,2
57,D003,"Dian Cempaka",Jakarta,42885056,,-,,,60,"Beby(HARTONO WIBISONO)",,2
58,D004,"Dian Gas Sentosa","68393889 P ERWIN/0818937157  Jakarta",5453063,,-,54399730,,60,"(DIAN GAS)",085101393889,2
59,D005,"Duta Niaga","6253055/56  Jakarta",6480061,,-,,,60,"Roby,Lucy",,2
60,D006,"Dassindo Abadi","ALEX  Jakarta",7543758,,-,7548134,,60,"(Anwar Santosa)",,2
61,D007,DELCOP,-,-,,-,,,30,KOO,,2
62,D008,Doni,Jakarta,082111441889,,-,,,60,Doni,,2
63,D009,"Darma jaya",-,-,,-,,,60,,,2
64,D010,"PT DUTA ISOLASINDO ABADI","jl.daan mogot 2 no 100 BB ( ATIT ) perg tgl alur myami ic creamjl kayu bsr 5blk b 2-3 JAKARTA",5668635/5669463,dutaisolasi@yahoo.com,0811818475,5681444,01.577.680.0-038.000,60,yuli,NPWP,2
65,D011,"PT DIAN RAYA NIAGA","FAX 6280617,085813804882 DEVI",6253055/56,,-,6253057,,60,"(ROBBY SANJAYA)",ULFA,2
66,D012,"DENY PLASTIK",-,081905890088,,-,,,30,"KO DENY",,2
67,D013,"DUCTING ACCESSORIES SUPLIER",-,081514334865,,-,,,30,"(LUKMAN HALIM SALIM)",,2
68,D014,"DEFA ANGKASA",79110057//,79110057,,-,7946603,,30,"YANTI(RUDI HERMAWAN)",081284543388,2
69,D016,"dunia baru",-,85918063,,-,,,30,"08158910088(AGUSTINUS TONG)",,2
70,D017,"PT DWIKA METALINDO SEJAHTERA","JL.SILIWANGI NO.35, SEPANJANG JAYA , KOTAMADYA BEKASI",8192110,,-,,02.364.104.6-432.000,30,"BU INGE",NPWP,2
71,D018,duratec,-,-,,-,,,30,,,2
72,E001,"Elpiji System","komp toho blok e no 3// 0816982680",93055878/55965653,,-,66601417,,30,"(Frank Leo)",55965653/,2
73,E002,Ecool,Jakarta,54382288,,-,54382325,,60,"Henry Nikolas",,2
74,E003,"Eka Jaya Teknik",08176068696,68872039,,-,55958176,,60,"(TJUA WIE LIE)",22557795/fax,2
75,E004,"ERA MEDIKA",-,5803070,,-,,,30,NOVI,,2
76,E005,"EKA DUPONT","JAPOS GRHA LESTARI BLOK 75 NO 3-4 PONDK AREN TGRG",085715746145,,-,,,30,SARAH/JACK,"P EKA 0818663705",2
77,E006,EMERSON,-,-,,-,,,30,,,2
78,F001,"FAR EAST INDONESIA",-,-,,-,,,60,MERRY,,2
79,F002,FISHER,-,-,,-,,,30,,,2
80,F003,"FORTHEN INDONESIA","JL MANGGA BESAR 1 NO 61-1","6246211 EX 331",,-,,,30,EDISON,085880001677,2
81,G001,"Gudang 178",Jakarta,-,,-,,,60,,,2
82,G002,"Gama Mitra",Jakarta,6616020,,-,6610900,,30,Lina//ANDREAS,,2
83,G003,"Griya Kencana",Jakarta,-,,-,,,60,,,2
84,G004,Gofur,"JL PULOKAJIN RT 05 RW 02 TALANG TEGAL",08156914020,,08156914020,02,,30,Gofur,08156914020,2
85,G005,"GO 2000","JL P JYKRTA 105  Jakarta",6247107,,-,6390154,,60,DERMA,,2
86,G006,Gitzu,Jakarta,6006778,,-,,,60,George,,2
87,G007,GMT,-,-,,-,,,30,,,2
88,G008,"Gunung Mas",Jakarta,08129939325,,-,,,30,"KO APOH(TJUNG PO TJHAN",,2
89,G010,"Gunung Sari","knri bru blok c no 9",021-3914460,,-,,,60,,HENRI,2
90,G012,"GINZA MULIA","jl krmt rya psr knri blok c10",31930862,,-,3147770,,60,,,2
91,G013,"galaxy agung cemerlang",36628833//081380388222//085100628833,-,,-,,,30,"bu djen",,2
92,H001,"Harum Sari",-,-,,-,,,30,Yuda,,2
93,H002,"Harapan Jaya",-,6349647,,-,,,60,Jimmy,,2
94,H003,"PT HERMAN INTERCO","Jl.Taman Sari II no.7B Mangga besar  Jakarta",6337222,,-,,,60,"Merry Chang(ANTON HERMAN)",,2
95,H004,"Herry Alters","pertokoan glodok jaya lt dsr c 45 GIOK 6250663/6250833 Jakarta",6326388/SRI,,-,6334075,,60,Linda/Sri,"ci fifi 081310232203",2
96,H005,"Herry Jaya","Kenari  Jakarta",31937331,,-,3103810,,60,Aris/Ino,,2
97,H006,"PT HILCON JAYA FASTINDO",Jakarta,5649990,,-,5649989,,60,Ainis,92749105,2
98,H007,Harry,Jakarta,-,,-,,,60,,,2
99,H008,HERMAWAN,-,-,,-,,,60,,,2
100,H009,"HEAT & COOL",-,-,,-,,,60,nany,,2
101,H010,"hidup maju makmur","62320629 ltc gf 1 A2 NO.23",-,,-,62320637,,30,"miming 08129075483",08172391165,2
102,H011,hancook,-,-,,-,,,30,,,2
103,H012,"HARAPAN UTAMA","JL HAYAM WURUK NO 127 LTC LT 2 BLOK C8 NO 6..",62317837,,-,,,30,,62303292,2
104,H013,"HENRY MEDAN",-,-,,-,,,30,,,2
105,I001,"PT IDJENINTI PRAKARSA","JL.K.H.HASYIM ASHARI NO.18-B, PETOJO UTARA , JAKARTA PUSAT",6319681,,6348437/38,6320148,01.314.750.9-029.000,60,"Lia(PETRONELLA HARIJATI)",NPWP,2
106,I002,"Indra Jaya",Jakarta,4201569,,-,,,30,Aing,,2
107,I003,"Inti Nepel",Jakarta,-,,-,,,30,,,2
108,I004,"PT ERAMAS CHEMINDO","30032270/72/73/74, 085888882885/0822118881FREDY F 30032271 Jakarta",65301635,,-,65301636,,60,"(NOERJANI HUDAYA)",,2
109,I005,"Indotech multi prima","JL AGUNG KARYA 4 BLOK B NO 25 SUNTER 08128231179/ANDY 081218148318",64715599,,-,64710861,,60,"iva(INDOTECH MULTI PRIMA)","65830128/ANDI 081908321",2
110,I006,INDOCIPTA,-,-,,-,,,60,"ADI INDRAWAN",081317165438/8641594,2
111,I007,"INDO BRACKET",-,087880529799,,-,,,60,bp.hadi,,2
112,I008,"CV INDOMAKMUR WIRASAKTI","jl makmur 3 blok N 1V/2 CIPONDOH MKMR TANGERG",5544937/9556197,,-,,,60,sugiarto,,2
113,I009,"PT INDOMAKMUR INTI LESTARI","INDO KARYA 2 BLOK G NO 10 BELAKANG APARTEMEN SUNTER",0216503488/89,,-,,,30,"KO AYUNG",,2
114,I010,"INDRA WIJAYA",-,-,,-,,,30,,,2
115,I011,"PT INDO RHOTA KARYA WIJAYA","no rek:5475146988 A.N PT INDO RHOTA KARYA WIJAYA BCA",021-29004959,,-,,,30,"P BUDY(Indhi Harto)",,2
116,I012,I012,-,-,,-,,,30,,,2
117,J001,"JAYA INSTRUMENT","Kenari  Jakarta",31931040,,-,,,30,Roy/Cece,,2
118,J002,Jayadi,Jakarta,7406601,,-,,,60,Jayadi,,2
119,J003,"Joko Panel",-,08159483243,,-,,,60,Joko,,2
120,J004,"jaya lestari","kenari mas aks 189 B",31925915,,-,,,60,,,2
121,J005,"jaya listrik","kenari baru",3914485,,-,,,60,thomas,,2
122,J006,"JAYA SANJAYA",-,-,,-,,,60,,,2
123,J007,"JASA TEKNIK","jl.re martadinata 56,blok B no 9",-,,-,,,60,"P ANTON",,2
124,J008,"JNG INDONESIA","MGK LT 1 BLOK A7 NO 05-06 jl anksa kav B 6 JAK PUS BARRU 085285468212//ANTO 081291363662",29070419,,-,29070419,,30,BARRY,,2
125,J009,jhonson,-,-,,-,,,30,,,2
126,K001,"Karya Tunas Mustika","jl tanah abang 2 no 109 f-g  Jakarta",3506039/3519267,,-,3519268,,60,"Vera(JONAS ARYO WIBISONO)",,2
127,K002,"PT KAINDO NIRMALA CEMERLANG","RUKO INTERCON PLAZA, KOMPLEK TAMAN KEBUN JERUK BLOK B NO 18 RT 001 RW 09 , JAKARTA BARAT",5853678,,"5853678,ibu sinta,DIDI:087781336533",5867201,02.097.378.0-086.000,60,"Indra 087877709163",NPWP,2
128,K003,"Kencana Mitra Technologi",Jakarta,0227238231,,-,,,60,,,2
129,K004,"Karya Logam","53160408/sana  Jakarta",70156565,,-,53160409,,60,(DJAYADI),,2
130,K005,"Kenari Tehnik","Kenari baru lt dsr blok b no 11  Jakarta",3158317,,-,,,30,Lincai,,2
131,K006,"PT KALIMASSARANA SUPLINDO","JL KRAMAT RAYA NO 178 C KENARI JAKARTA PUSAT",3906655/3907447,,-,,01.594.229.5-023.000,60,"Lungsu,(Surya Winata)",,2
132,K007,KLIMA,"JL P JAYAKARTA NO.85 AK TELP 6281935 08179111900 p paulus Jakarta",6281935,,-,6281976,,60,"Eka(Mulyana Nuryadi)",,2
133,K008,"Kreasi Air Pratama",Jakarta,(62-21)6502970,,-,(62-21)6517018,,60,Dewi,,2
134,K009,"kreasi isolasitama",-,6502970,,-,6517018,,60,"yekti(MARTINUS BUDIMAN)",,2
135,K010,"PT KONBA","SUNTER MAS TIMUR BLOK Z NO.6 6500620",6518372,,-,6505264,,60,,087780919422/08161309604,2
136,K011,kiss,-,-,,-,,,30,,,2
137,K012,"kumala sakti",-,-,,-,,,60,lita,,2
138,K013,KKK,-,6919994,,-,6919993,,60,"ko akwangng/bu suli/fera","081210892007 /081289098859",2
139,K014,"KITA MANDIRI KITA MAJU",-,84983355,,-,,,30,BERTA,"DIAN 085693302033",2
140,K015,"kencana lintas mentari",-,-,,-,,,30,ria,,2
141,L001,"KUSUMA ANTARA",Jakarta,-,,-,,,60,,,2
142,L002,"Lion City",Jakarta,-,,-,,,60,"Mr An Ong",,2
143,L003,"KURNIA ALAM",Jakarta,-,,-,,,60,,,2
144,L004,Lingga,Jakarta,-,,-,,,60,Lingga,,2
145,L005,LJT,"ltc gf 2 blok a no 27-28/62200989 SUNTER 6520086/F 6520050 JL DANAU SUNTR SLTN KOMP Jakarta",6520086/,,-,,,60,"(Herdy Surya Winarta)",08129981277,2
146,L006,"Lestari carflek","08159471143//97441160 JT BNING STATE BLOK G4 NO 17 PDK GDE BKSI",-,,-,8476343,,60,robert/lisna/berta//LIA,91001625/,2
147,L007,LAPISINDO,"jl kramat asem raya no 1 jkt FAX 8512751,08129589820:EDWIN  13120",8569257,,-,8563363/64,,60,EDWIN,8566209,2
148,L008,"Lana Teknik","jl kenari 2 los D6 NO 18",-,,-,,,30,,,2
149,L009,"lancar dagang","jl p jayakarta no 68 blok A4",6392366,,-,6298806/07,,60,,,2
150,L010,"lancar niaga","jl.raya ciclincing no 51 tnjg priuk bca nurman 7600374979",3392784,,-,54377723,,60,norman/081383523633,54377725/94129135/085695322236,2
151,L011,"LOGAM MAKMUR","JL RYA KALIMATI GG KH NAWAWI RT 01 RW 01 ADIWERNA",(0283)443382,,-,,,30,"P MUKHSIN",085742023147,2
152,L012,"LIMA JAYA SUKSES",-,-,,-,,,30,HERDY,,2
153,M001,"Mutiara Putih",-,"5850227,5845122",,-,,,60,Jenny,,2
154,M002,"Mitra Jaya",Jakarta,-,,-,,,60,Muji,,2
155,M003,Milenia,"PASAR BARU TIMUR DALAM NO 6C milenitra@centrin.net.id Jakarta",3510251,,-,3510079,,60,Ansori,"AGUS TEKNSI 08161467892",2
156,M004,"Mekar Sari","Kenari  Jakarta",3145359,,-,,,30,Rina,,2
157,M005,"Mukti Mandiri","Kenari  Jakarta",3924358,,-,,,60,Siti,,2
158,M006,"Mulia Perdana",Jakarta,5638379,,-,5681444,,60,"Juliana W",,2
159,M007,"PT MATESU ABADI","pergd nusa indah no 27 jl kapuk poglar  Jakarta",22528879/81/6628909,,085782246247,5679356,,60,"Kris(CHRIS INDAH W)/bp orbi",71051354/0818782532,2
160,M008,MPA,Jakarta,66695550,,-,66695549,,60,Mieng/Peni,,2
161,M009,Metalindo,Jakarta,55955660,,-,,,60,Victor,,2
162,M010,"MAJU JAYA ABADI","VILA GADING HARAPAN BLOK AM 2 NO 18 RT 06 RW 024  Jakarta",26718023,,-,,,60,SOLIHIN,,2
163,M011,"Mesias Manunggal Mandiri",Jakarta,48702846,,-,48700818,,60,"Edi(THE LILY)",081585022846,2
164,M012,"Metalindo Jaya",Jakarta,68871973,,-,,,60,Gunawan,,2
165,M013,"Mandala Arva Utama","Jl.Pecenongan No.41B Jakarta  Jakarta 10710",3503306/07/08,,-,3450555,,60,rina,,2
166,M014,"Makmur jaya","PLAZA DE LUMINA BLOK C NO.19 33672469=YUNI  ko rudy 70171947,081280997288",29030720,,-,29030590/07200,,60,29419077,,2
167,M015,"Mitra Makmur Sahabat","gdg knri mas lt LG BLOK B NO 138",39841221,,-,39842575,,60,andre,,2
168,M016,"makmur abadi besi",8762051/87914184,-,,-,,,30,,,2
169,M017,"metro jaya","psr knri lma aks no13",-,,-,,,30,,,2
170,M018,"mitra pratama elektrindo",0818890506,55733127/128,,-,55733129,,30,"p budy(Budiyanto)",,2
171,M019,"mitra medika","081808132193/ perum permata cikarang sltn BLOK D 9 NO 14 DESA SUKADAMI KEC CIKARANG SELATAN KAB BEKASI",081808132193,,082113384881,,,30,mistarno,,2
172,M020,"MITRA PRESTASI ABADI",-,29569515,,-,,,30,,,2
173,M021,"MAJU TEKNIK",-,-,,-,,,30,,,2
174,N001,"Naga Mas","Kenari  Jakarta",-,,-,,,30,Abun,,2
175,N002,NAGANO,-,-,,-,,,30,"T H ONG",,2
176,N003,NIBCO,-,-,,-,,,30,,,2
177,N004,"NAGA SAKTI",-,-,,-,,,60,,,2
178,N005,"PT NUSASEJAHTERA LOGAMPRATAMA","JL.P JAYAKARTA NO.129 KOMP SENTRA P JAYAKARTA BLOK C22, MANGGA DUA SELATAN , JAKARTA PUSAT",6245901,,085100552538,6245886,01.356.211.1-026.000,30,"P MAX(FELIX TEDJA)",NPWP,2
179,N006,"nobi enggineering",-,-,,-,,,30,"ko aliong",,2
180,O001,"OMNI SUMBER ESA","33276411 fax//087771392176 085775606690//",56940475,,-,56940475/332764,,60,,99450790/95319800,2
181,P001,"Putra Dumas Lestari",-,5444393,,-,5444595,,30,Retno,,2
182,P002,"Putri Sakti",-,5810283,,-,,,30,Itje,,2
183,P003,Pasifik,"Kenara  Jakarta",3155903,,-,,,30,Dedi/Tintin,,2
184,P004,"Putra Bahari","jl kh umar asnawi rt 13/rw 01 kebasen talang tegal",083190282022,,-,083190282022,,60,"Agus/p haji sobri sibang",,2
185,P005,"Putra Hijau Logam",Jakarta,-,,-,,,60,"PUTRA HIJAU LOGAM",,2
186,p006,"Prima Bintang",Jakarta,42880618,,-,,,60,Yuli/Lina,,2
187,P007,Poongsan,Jakarta,-,,-,,,60,"Frank Jeung",,2
188,P008,"Puncak Simole Jaya","JL KARANG ANYER RAYA BLOK ANO.29A 6260445/08176667 08176667163 Jakarta",6254177,,-,6254177,,60,"TUAHTA KARO",,2
189,P009,PSF,-,-,,-,,,30,STONE,,2
190,P010,"CV.Pesona Ungu","Jl.Raya Swatantra Pondok Mitra Lestari Blok E 3 27  Jakarta",8241227,,-,82401870,,60,Warman(SUWARMAN),,2
191,P011,"PUTRA JAYA","kenari baru LT 11 no C 16","3914341,3925237",,-,,,60,Ang,"081284892894 ang",2
192,P012,"PUTERA BENGAWAN p.kaca",70965726,6246322/6246180,,-,,,30,yatno,,2
193,P013,"PAGODA SAKTI RAYA",-,6591762,,-,,,30,dewi,,2
194,P014,"putra jaya bracket","jl kamboja rt 19 rw 1v no 53","0283 3448309",,-,"0283 3448309",,30,,081542178004,2
195,P015,"JINAN RETEKOOL INC","NO.12111, JINGSHI ROAS, JINAN , CHINA",86-0531-58661437,,-,86-0531-86964933,,1,,,2
196,P016,PUANITECH,-,-,,-,,,30,"BU CRISTIN",,2
197,P017,"PLATINUM JAYA ELECTRIC",-,-,,-,,,30,,,2
198,R001,Restu,"TERUSAN BANDENGAN UTARA NO.15",97734190,,-,,,60,Wei,,2
199,R002,Rajawali,3927241,3144360,,-,3926036,,60,,085100033660,2
200,R003,"Roda Mas","jl danau sunter barat blok a 2 no 22  Jakarta",08161314467,,-,64710454,,60,Mardi(INDOROMAS),"64713393,64712262",2
201,R004,"CV.Rintis Usaha Bersama","081318449050/0817842396  Jakarta",8297150,,-,,,60,Usep,,2
202,R005,"Roda Jaya",Jakarta,-,,-,,,60,Mardi,,2
203,R006,REGO,-,-,,-,,,30,PAUL,,2
204,R007,Radita,-,-,,-,,,60,,,2
205,R008,"ravi jaya",-,31924427,,-,,,60,"ko asu",,2
206,R009,"riyadi putra makmur","pertokoan glodok jaya ruko 48,,6281618 EVA",6257030,,-,6255888,,30,eva/MEI,,2
207,S001,"Sinar Inti  Prima",-,55954973,,-,,,60,Yuda,,2
208,S002,"sumber mas","085781020999//5530244 Jakarta",08161488893,,-,,,60,Suryadi,92598002,2
209,S003,"Surya Toolindo",Jakarta,08161488893,,-,,,60,"Liong Hwi Tjen",,2
210,S004,"Surya Agung","Jl.Ps jembatan merah blok B no.7  Jakarta",6295659,,-,6284555,,60,"Aseng(SURYA AGUNG)",,2
211,S005,"Surya Medika",Jakarta,-,,-,,,60,,,2
212,S006,"Sinar  Makmur","082110754538 FIONA JL KARANG ANYAR PERMAI 55 BLOK  B 1 NO 40 Jakarta",62303005,,-,62303002,,60,"(RICHARD DWIRAHADI)",,2
213,S007,"Sumber Mandiri",Jakarta,31902229,,-,31904615,,60,"Denny Chandra",,2
214,S008,"Samudra Tehnik","glodok jaya lt dsr blok D NO 6  Jakarta",6494242/6298216,,-,6599239,,60,"Dicky(SAMUDRA TEKNIK)",,2
215,S009,Sika,Jakarta,-,,-,,,60,,,2
216,S010,"Sinar Prima Harapan",Jakarta,4202144,,-,,,60,Endang/Yongki,,2
217,S011,Supranusa,"GDG JL INDUSTRI MNIS 5 NO 26 JATAKE TANGERNG//  Jakarta",65310168,,-,65310169,,30,"P TIMOTI 085238925298","GDG 5918956//bu jelia",2
218,S012,"UD Satu Tiga Satu",Jakarta,-,,-,,,60,,,2
219,S013,Sentral,"Kenari  Jakarta",3196745,,-,,,60,Fifi,,2
220,S014,Ssj,"39840447//KNRI BRU BLOK C NO 11  Jakarta",3158505,,-,,,30,Budi,,2
221,S015,"Sumber Abadi","Jl.Kenari Aks-50  Jakarta",-,,-,,,30,Akhiong,,2
222,S016,"CV SINAR HARAPAN","Kenari gdg almt jl danau sunter sltn blok 05 no 2b  Jakarta",3903009/3907173,,-,31925885,,30,"Ahao(SINAR HARAPAN)",3153425/31927495/31930352,2
223,S017,"PT SINAR MAS ANDHIKA","VINILON BUILDING LT. 8, JL. RADEN SALEH RAYA KAV. 13-17 , KENARI , JAKARTA PUSAT","3907476 3903988/89 P EDI 31924886/87,087882172088",eliawati@sinarmasandhika.com,-,31924880,01.362.433.3-073.000,60,"(PEGGY YATAPENA)",NPWP,2
224,S018,"PT SARIMAS BAHTERA SUKSES","Kenari 3905026  Jakarta",3926405,,-,,,30,"Ciawen(RAYMOND,TRIAGUNG)",,2
225,S019,"Sinar Mas Sakti",Jakarta,6393408,,-,,,60,yono,,2
226,S020,"PT Sadikun","srengseng raya no 62 kembangan jakbar  Jakarta",5851385,,-,5846243,,60,"p slamet/riri/rita",,2
227,S021,"Sahabat Indonesia",Jakarta,6610651,,-,,,60,Herianto/Guna,,2
228,S022,"PT SAEKINDO SAKTI","KOMPLEK GADING BUKIT INDAH, JL. BUKIT GADING RAYA BLOK J/17 , JAKARTA UTARA",45845649,,-,45845653,01.841.075.3-046.000,60,"Nelly(OTMAN GUNTUR)/45842760",NPWP,2
229,S023,Sedayu,Jakarta,6619754,,-,,,30,Ratna/Eko,,2
230,S024,"PT SUMBERMETAL INTERNASIONAL",Jakarta,"6610651 //085814475473",,-,6603700,,60,"Herianto(SUMBER METAL)",,2
231,S025,"Sinar Inti Makmur",Jakarta,55954973,,-,,,60,"BU YUDA",,2
232,S026,"Sinar Jaya Prima",Jakarta,8566628,,-,,,60,,,2
233,S027,Santoso,"jl cengkeh no 14 a sebrang bca  Jakarta",6922202/6926048,,-,,,60,Leny,087880611970,2
234,S028,"Surya Logam","PSR JMBTN MERAH BLOK B NO 23 TELP : 6491470 6491450/6491470/6394623/629400 Jakarta",6491450,,-,6591449,,60,"Ko ook/p iman(SURYA LOGAM)","6394623,fax 6591448",2
235,S029,"Samudra Valve",Jakarta,-,,-,,,60,Tomy,,2
236,S030,"Sukses Tehnik Abadi","Pasar kenari lama lt dasar AKS 135-136  Jakarta 10430",3920451,,-,3920451,,30,Lili,,2
237,S031,"PT SAPTA NUSA CITRA","KH DEWANTARA ruko golden 8 blok D 25,gading serpon NO REK:6040708977 A/N:TJUNG LAY PIN Jakarta",29238777/651093//081291028781,saptanusacitra@gmail.com,-,29238773,,60,"(TJUNG LAY PIN)",081310263161/08161495007,2
238,S032,"Sarana Sentral System","jl.kedoya duri raya no.5A,kebon jeruk","70693188,",,-,5800827,,60,"p sanjaya 081383611818",,2
239,S033,"Sumber Karet","kenari lama",6298731,,-,,,60,,,2
240,S034,"sinar sakti",-,-,,-,,,30,,,2
241,S035,"DAEYANG F&amp;G CO","26-12, 68 MUNHAK-RO, JEONGNAM-MYEON, HWASEONG-CITY, GYEONGGI-DO, KOREA",82-100585800862,,-,,,1,"KIM JONG SEOK",,2
242,S036,"Sinar Graha Teknik","MANGGA BESAR 1 NO.76EE",6007474/6269021,,-,6287678,,60,"(SINAR GRAHA TEKNIK)",08161934584,2
243,S037,"Sinar Terang","jl.let.jend.suprapto no 10","4200639,4247791",,-,4212632,,60,"(OEI KENNEDY MOEIS CANDY)",,2
244,S038,"sumber jaya",-,-,,-,,,60,,,2
245,S039,SMC,"selly/siska 6306669/6308525/6309518 8281618",6122888/6308525,,-,6498765,,60,,"coupler 6255548/f 6255888",2
246,S040,"Sumber Sarana Teknik",-,-,,-,,,60,,,2
247,S041,"Sentrateknik utama",-,-,,-,,,30,johanaa,,2
