target_sku,difference_reason,row_count,candidate_skus,candidate_names,candidate_category_ids,candidate_biaya_values,total_qty_available,total_qty_reserved,recommended_canonical_sku,recommended_category_id,recommended_biaya,approval_status,approved_canonical_sku,approved_category_id,approved_biaya,notes
001005061632,"category,qty_min",2,"CAB-001005061632 || CAB-001005061632-DUP2-R16897","PIPA SET 1/4 T0.56MM + 5/8 T0.71MM X 30M || PIPA SET 1/4 T0.56MM + 5/8 T0.71MM X 30M","640 || 7","1640000.00 || 1640000.00",0.00,0.00,CAB-001005061632,640,1640000.00,APPROVE,CAB-001005061632,640,1640000.00,"Auto-prefilled from approval recommendations"
001005061634,"category,qty_min",2,"CAB-001005061634 || CAB-001005061634-DUP2-R16908","PIPA SET 1/4 T0.76MM + 5/8 T0.89MM X 30M || PIPA SET 1/4 T0.76MM + 5/8 T0.89MM X 30M","640 || 7","2846106.00 || 2846106.00",0.00,0.00,CAB-001005061634,640,2846106.00,APPROVE,CAB-001005061634,640,2846106.00,"Auto-prefilled from approval recommendations"
001005091614,"category,qty_min",2,"CAB-001005091614 || CAB-001005091614-DUP2-R16919","PIPA SET 3/8 T0.81MM + 5/8 T0.89MM X 15M || PIPA SET 3/8 T0.81MM + 5/8 T0.89MM X 15M","640 || 7","1800000.00 || 1800000.00",0.00,0.00,CAB-001005091614,640,1800000.00,APPROVE,CAB-001005091614,640,1800000.00,"Auto-prefilled from approval recommendations"
001005091634,"category,qty_min",2,"CAB-001005091634 || CAB-001005091634-DUP2-R16920","PIPA SET 3/8 T0.81MM + 5/8 T0.89MM X 30M || PIPA SET 3/8 T0.81MM + 5/8 T0.89MM X 30M","640 || 7","3603278.00 || 3603278.00",0.00,0.00,CAB-001005091634,640,3603278.00,APPROVE,CAB-001005091634,640,3603278.00,"Auto-prefilled from approval recommendations"
001005091912,"category,qty_min",2,"CAB-001005091912 || CAB-001005091912-DUP2-R16910","PIPA SET 3/8 T0.56MM + 3/4 T0.71MM X 15M || PIPA SET 3/8 T0.56MM + 3/4 T0.71MM X 15M","640 || 7","940000.00 || 940000.00",0.00,0.00,CAB-001005091912,640,940000.00,APPROVE,CAB-001005091912,640,940000.00,"Auto-prefilled from approval recommendations"
001005091913,"category,qty_min",2,"CAB-001005091913 || CAB-001005091913-DUP2-R16914","PIPA SET 3/8 T0.61MM + 3/4 T0.71MM X 15M || PIPA SET 3/8 T0.61MM + 3/4 T0.71MM X 15M","640 || 7","1100000.00 || 1100000.00",0.00,0.00,CAB-001005091913,640,1100000.00,APPROVE,CAB-001005091913,640,1100000.00,"Auto-prefilled from approval recommendations"
001005091914,"category,qty_min",2,"CAB-001005091914 || CAB-001005091914-DUP2-R16917","PIPA SET 3/8 T0.81MM + 3/4 T0.89MM X 15M || PIPA SET 3/8 T0.81MM + 3/4 T0.89MM X 15M","640 || 7","1400000.00 || 1400000.00",0.00,0.00,CAB-001005091914,640,1400000.00,APPROVE,CAB-001005091914,640,1400000.00,"Auto-prefilled from approval recommendations"
001005091932,"category,qty_min",2,"CAB-001005091932 || CAB-001005091932-DUP2-R16911","PIPA SET 3/8 T0.56MM + 3/4 T0.71MM X 30M || PIPA SET 3/8 T0.56MM + 3/4 T0.71MM X 30M","640 || 7","1880000.00 || 1880000.00",0.00,0.00,CAB-001005091932,640,1880000.00,APPROVE,CAB-001005091932,640,1880000.00,"Auto-prefilled from approval recommendations"
001005091933,"category,qty_min",2,"CAB-001005091933 || CAB-001005091933-DUP2-R16915","PIPA SET 3/8 T0.61MM + 3/4 T0.71MM X 30M || PIPA SET 3/8 T0.61MM + 3/4 T0.71MM X 30M","640 || 7","2225534.00 || 2225534.00",0.00,0.00,CAB-001005091933,640,2225534.00,APPROVE,CAB-001005091933,640,2225534.00,"Auto-prefilled from approval recommendations"
001005091934,"category,qty_min",2,"CAB-001005091934 || CAB-001005091934-DUP2-R16918","PIPA SET 3/8 T0.81MM + 3/4 T0.89MM X 30M || PIPA SET 3/8 T0.81MM + 3/4 T0.89MM X 30M","640 || 7","2800069.00 || 2800069.00",0.00,0.00,CAB-001005091934,640,2800069.00,APPROVE,CAB-001005091934,640,2800069.00,"Auto-prefilled from approval recommendations"
001005131913,"category,qty_min",2,"CAB-001005131913 || CAB-001005131913-DUP2-R16888","PIPA SET 1/2 T0.61MM + 3/4 T0.71MM x 15M || PIPA SET 1/2 T0.61MM + 3/4 T0.71MM x 15M","640 || 7","1250000.00 || 1250000.00",0.00,0.00,CAB-001005131913,640,1250000.00,APPROVE,CAB-001005131913,640,1250000.00,"Auto-prefilled from approval recommendations"
001005131914,"category,qty_min",2,"CAB-001005131914 || CAB-001005131914-DUP2-R16890","PIPA SET 1/2 T0.81MM + 3/4 T0.89MM X 15M || PIPA SET 1/2 T0.81MM + 3/4 T0.89MM X 15M","640 || 7","1500000.00 || 1500000.00",0.00,0.00,CAB-001005131914,640,1500000.00,APPROVE,CAB-001005131914,640,1500000.00,"Auto-prefilled from approval recommendations"
001005131933,"category,qty_min",2,"CAB-001005131933 || CAB-001005131933-DUP2-R16889","PIPA SET 1/2 T0.61MM + 3/4 T0.71MM X 30M || PIPA SET 1/2 T0.61MM + 3/4 T0.71MM X 30M","640 || 7","2499390.00 || 2499390.00",0.00,0.00,CAB-001005131933,640,2499390.00,APPROVE,CAB-001005131933,640,2499390.00,"Auto-prefilled from approval recommendations"
002006000015,"category,qty_min",2,"CAB-002006000015 || CAB-002006000015-DUP2-R20116","WATERMUR DRAT KUNINGAN 1/2 || WATERMUR DRAT KUNINGAN 1/2","635 || 309","70000.00 || 70000.00",0.00,0.00,CAB-002006000015,635,70000.00,APPROVE,CAB-002006000015,635,70000.00,"Auto-prefilled from approval recommendations"
002006000020,"category,qty_min",2,"CAB-002006000020 || CAB-002006000020-DUP2-R20118","WATERMUR DRAT KUNINGAN 3/4 || WATERMUR DRAT KUNINGAN 3/4","635 || 309","105833.00 || 105833.00",0.00,0.00,CAB-002006000020,635,105833.00,APPROVE,CAB-002006000020,635,105833.00,"Auto-prefilled from approval recommendations"
002006000025,"category,qty_min",2,"CAB-002006000025 || CAB-002006000025-DUP2-R20113","WATERMUR DRAT KUNINGAN 1 || WATERMUR DRAT KUNINGAN 1","635 || 309","138333.00 || 138333.00",0.00,0.00,CAB-002006000025,635,138333.00,APPROVE,CAB-002006000025,635,138333.00,"Auto-prefilled from approval recommendations"
002006000032,"category,qty_min",2,"CAB-002006000032 || CAB-002006000032-DUP2-R20115","WATERMUR DRAT KUNINGAN 1 1/4 || WATERMUR DRAT KUNINGAN 1 1/4","635 || 309","243750.00 || 243750.00",0.00,0.00,CAB-002006000032,635,243750.00,APPROVE,CAB-002006000032,635,243750.00,"Auto-prefilled from approval recommendations"
002006000040,"category,qty_min",2,"CAB-002006000040 || CAB-002006000040-DUP2-R20114","WATERMUR DRAT KUNINGAN 1 1/2 || WATERMUR DRAT KUNINGAN 1 1/2","635 || 309","276250.00 || 276250.00",0.00,0.00,CAB-002006000040,635,276250.00,APPROVE,CAB-002006000040,635,276250.00,"Auto-prefilled from approval recommendations"
002006000050,"category,qty_min",2,"CAB-002006000050 || CAB-002006000050-DUP2-R20117","WATERMUR DRAT KUNINGAN 2 || WATERMUR DRAT KUNINGAN 2","635 || 309","357500.00 || 357500.00",0.00,0.00,CAB-002006000050,635,357500.00,APPROVE,CAB-002006000050,635,357500.00,"Auto-prefilled from approval recommendations"
