target_sku,difference_reason,row_count,candidate_skus,candidate_names,candidate_category_ids,candidate_biaya_values,total_qty_available,total_qty_reserved,recommended_canonical_sku,recommended_category_id,recommended_biaya,approval_status,approved_canonical_sku,approved_category_id,approved_biaya,notes
002017054035,"category,cost,biaya",2,CAB-002017054035 || CAB-002017054035-DUP2-R13818,COPPER REDUCER 2 1/8 X 1 3/8 || COPPER REDUCER 2 1/8 X 1 3/8,635 || 309,107950.00 || 107000.00,35.00,4.00,CAB-002017054035,635,107950.00,APPROVE,CAB-002017054035,635,107950.00,Selected from 25-item shortlist
002017054042,"category,cost,biaya",2,CAB-002017054042 || CAB-002017054042-DUP2-R13820,COPPER REDUCER 2 1/8 X 1 5/8 || COPPER REDUCER 2 1/8 X 1 5/8,635 || 309,105833.00 || 107000.00,0.00,6.00,CAB-002017054042,635,105833.00,APPROVE,CAB-002017054042,635,105833.00,Selected from 25-item shortlist
002017067042,"category,cost,biaya",2,CAB-002017067042 || CAB-002017067042-DUP2-R13830,COPPER REDUCER 2 5/8 X 1 5/8 || COPPER REDUCER 2 5/8 X 1 5/8,635 || 309,260000.00 || 262080.00,0.00,0.00,CAB-002017067042,635,260000.00,APPROVE,CAB-002017067042,635,260000.00,Selected from 25-item shortlist
002018000028,"category,cost,biaya",2,CAB-002018000028 || CAB-002018000028-DUP2-R13683,COPPER ELBO 1 1/8 USA || COPPER ELBO 1 1/8 USA,635 || 309,61650.00 || 57123.00,36.00,36.00,CAB-002018000028,635,61650.00,APPROVE,CAB-002018000028,635,61650.00,Selected from 25-item shortlist
002024016013,"category,cost,biaya",2,CAB-002024016013 || CAB-002024016013-DUP2-R13856,COPPER REDUCER 5/8 X 1/2 USA || COPPER REDUCER 5/8 X 1/2 USA,635 || 309,36550.00 || 7080.00,112.00,2.00,CAB-002024016013,635,36550.00,APPROVE,CAB-002024016013,635,36550.00,Selected from 25-item shortlist
002026016015,"category,cost,biaya",2,CAB-002026016015 || CAB-002026016015-DUP2-R13911,COPPER SOK DRAT LUAR 5/8 X 1/2 USA || COPPER SOK DRAT LUAR 5/8 X 1/2 USA,635 || 309,37825.00 || 11050.00,505.00,37.00,CAB-002026016015,635,37825.00,APPROVE,CAB-002026016015,635,37825.00,Selected from 25-item shortlist
002026028025,"category,cost,biaya",2,CAB-002026028025 || CAB-002026028025-DUP2-R13906,COPPER SOK DRAT LUAR 1 1/8 X 1 USA || COPPER SOK DRAT LUAR 1 1/8 X 1 USA,635 || 309,102850.00 || 32300.00,779.00,102.00,CAB-002026028025,635,102850.00,APPROVE,CAB-002026028025,635,102850.00,Selected from 25-item shortlist
ACBB091616,"category,cost,biaya",2,CAB-ACBB091616 || CAB-ACBB091616-DUP2-R20425,"BRASSCO PIPA SET 3/8 T0,61MM X 5/8 T0,71MM X 15M || BRASSCO PIPA SET 3/8 T0,61MM X 5/8 T0,71MM X 15M",942 || 634,0.00 || 1648775.00,1.00,0.00,CAB-ACBB091616,942,0.00,,,,,
ptbb005050,"category,cost,biaya",2,CAB-ptbb005050 || CAB-ptbb005050-DUP2-R12139,BRASSCO PIPA TEMBAGA ASTM B280 3/16 X 0.51MM || BRASSCO PIPA TEMBAGA ASTM B280 3/16 X 0.51MM,353 || 822,41600.00 || 69552.00,0.00,0.00,CAB-ptbb005050,353,41600.00,APPROVE,CAB-ptbb005050,353,41600.00,Selected from 25-item shortlist
ptbb006064,"category,cost,biaya",2,CAB-ptbb006064 || CAB-ptbb006064-DUP2-R12140,BRASSCO PIPA TEMBAGA ASTM B280 1/4 x 0.61MM || BRASSCO PIPA TEMBAGA ASTM B280 1/4 x 0.61MM,353 || 822,97553.00 || 112754.00,220.00,0.00,CAB-ptbb006064,353,97553.00,APPROVE,CAB-ptbb006064,353,97553.00,Selected from 25-item shortlist
PTBB009087,"category,cost,biaya",2,CAB-PTBB009087 || CAB-PTBB009087-DUP2-R12167,BRASSCO PIPA ASTM B 68 SOFT TYPE K 3/8 X 0.89MM || BRASSCO PIPA ASTM B 68 SOFT TYPE K 3/8 X 0.89MM,514 || 822,235378.00 || 208282.00,658.00,0.00,CAB-PTBB009087,514,235378.00,APPROVE,CAB-PTBB009087,514,235378.00,Selected from 25-item shortlist
ptbb016050,"category,cost,biaya",2,CAB-ptbb016050 || CAB-ptbb016050-DUP2-R12200,BRASSCO PIPA TEMBAGA ASTM B280 5/8 X 0.51MM || BRASSCO PIPA TEMBAGA ASTM B280 5/8 X 0.51MM,514 || 822,273240.00 || 213950.00,41.00,92.00,CAB-ptbb016050,514,273240.00,APPROVE,CAB-ptbb016050,514,273240.00,Selected from 25-item shortlist
ptbb016124,"category,cost,biaya",2,CAB-ptbb016124 || CAB-ptbb016124-DUP2-R12210,BRASSCO PIPA TEMBAGA ASTM B280 TYPE K 5/8 X 1.24MM || BRASSCO PIPA TEMBAGA ASTM B280 TYPE K 5/8 X 1.24MM,514 || 822,613890.00 || 438195.00,18.00,1.00,CAB-ptbb016124,514,613890.00,,,,,
ptbb019124,"category,cost,biaya",2,CAB-ptbb019124 || CAB-ptbb019124-DUP2-R12229,BRASSCO PIPA TEMBAGA ASTM B819 TYPE K 3/4 X 1.20MM || BRASSCO PIPA TEMBAGA ASTM B819 TYPE K 3/4 X 1.20MM,514 || 822,558600.00 || 675298.00,251.00,0.00,CAB-ptbb019124,514,558600.00,,,,,
PTBB022100,"category,cost,biaya",2,CAB-PTBB022100 || CAB-PTBB022100-DUP2-R12243,BRASSCO PIPA TEMBAGA ASTM B280 7/8 X 1MM || BRASSCO PIPA TEMBAGA ASTM B280 7/8 X 1MM,514 || 822,739800.00 || 566442.00,146.00,16.00,CAB-PTBB022100,514,739800.00,,,,,
ptbb067122,"category,cost,biaya",2,CAB-ptbb067122 || CAB-ptbb067122-DUP2-R12334,BRASSCO PIPA TEMBAGA ASTM B280 2 5/8 X 1.20MM || BRASSCO PIPA TEMBAGA ASTM B280 2 5/8 X 1.20MM,514 || 822,2105305.00 || 2288726.00,16.00,0.00,CAB-ptbb067122,514,2105305.00,,,,,
